SA2_Code,Area_Name,Relationship,TA_Code,TA_Name,X6
340700,Fraser Park,Many To One Map,064,Timaru District,NA
340801,Seaview,Many To One Map,064,Timaru District,NA
340900,Inlet Port Timaru,Many To One Map,064,Timaru District,NA
341000,Watlington,Many To One Map,064,Timaru District,NA
341101,Timaru Central,Many To One Map,064,Timaru District,NA
341201,Timaru East,Many To One Map,064,Timaru District,NA
341300,Parkside,Many To One Map,064,Timaru District,NA
341400,Kensington (Timaru District),Many To One Map,064,Timaru District,NA
341501,Mackenzie Lakes,Many To One Map,065,Mackenzie District,NA
341600,Inland water Lake Pukaki,Many To One Map,065,Mackenzie District,NA
341700,Inland water Lake Tekapo,Many To One Map,065,Mackenzie District,NA
341801,Twizel,Many To One Map,065,Mackenzie District,NA
341900,Opua (Mackenzie District),Many To One Map,065,Mackenzie District,NA
342000,Fairlie,Many To One Map,065,Mackenzie District,NA
342100,Hakataramea,Many To One Map,066,Waimate District,NA
342200,Maungati,Many To One Map,066,Waimate District,NA
342300,Lyalldale,Many To One Map,066,Waimate District,NA
342400,Makikihi-Willowbridge,Many To One Map,066,Waimate District,NA
342500,Waimate North,Many To One Map,066,Waimate District,NA
342600,Morven-Glenavy-Ikawai,Many To One Map,066,Waimate District,NA
342700,Waimate West,Many To One Map,066,Waimate District,NA
342800,Waimate East,Many To One Map,066,Waimate District,NA
342900,Oceanic Chatham Islands,Many To One Map,067,Chatham Islands Territory,NA
343000,Chatham Islands,Many To One Map,067,Chatham Islands Territory,NA
343100,Aviemore,Many To One Map,068,Waitaki District,NA
343200,Inland water Lake Ohau,Many To One Map,068,Waitaki District,NA
343300,Danseys Pass,Many To One Map,068,Waitaki District,NA
343400,Ngapara,Many To One Map,068,Waitaki District,NA
343501,Lower Waitaki,Many To One Map,068,Waitaki District,NA
343600,Waihemo,Many To One Map,068,Waitaki District,NA
343700,Maheno,Many To One Map,068,Waitaki District,NA
343801,Weston,Many To One Map,068,Waitaki District,NA
343900,Oamaru North Milner Park,Many To One Map,068,Waitaki District,NA
344000,Oamaru North Orana Park,Many To One Map,068,Waitaki District,NA
344100,Oamaru Gardens,Many To One Map,068,Waitaki District,NA
344200,Glen Warren,Many To One Map,068,Waitaki District,NA
344300,Holmes Hill,Many To One Map,068,Waitaki District,NA
344400,Oamaru Central,Many To One Map,068,Waitaki District,NA
344500,South Hill,Many To One Map,068,Waitaki District,NA
344600,Inlet Port Oamaru,Many To One Map,068,Waitaki District,NA
344700,Palmerston,Many To One Map,068,Waitaki District,NA
344800,Lindis-Nevis Valleys,Many To One Map,069,Central Otago District,NA
344900,Cromwell West,Many To One Map,069,Central Otago District,NA
345000,Cromwell East,Many To One Map,069,Central Otago District,NA
345100,Manuherikia-Ida Valleys,Many To One Map,069,Central Otago District,NA
345200,Earnscleugh,Many To One Map,069,Central Otago District,NA
345300,Dunstan-Galloway,Many To One Map,069,Central Otago District,NA
345400,Clyde,Many To One Map,069,Central Otago District,NA
345500,Alexandra North,Many To One Map,069,Central Otago District,NA
345600,Alexandra South,Many To One Map,069,Central Otago District,NA
345700,Maniototo,Many To One Map,069,Central Otago District,NA
345800,Teviot Valley,Many To One Map,069,Central Otago District,NA
345900,Outer Wanaka,Many To One Map,070,Queenstown-Lakes District,NA
346000,Glenorchy,Many To One Map,070,Queenstown-Lakes District,NA
346100,Inland water Lake Wanaka,Many To One Map,070,Queenstown-Lakes District,NA
346201,Outer Wakatipu,Many To One Map,070,Queenstown-Lakes District,NA
346300,Inland water Lake Hawea,Many To One Map,070,Queenstown-Lakes District,NA
346400,Cardrona,Many To One Map,070,Queenstown-Lakes District,NA
346500,Inland water Lake Wakatipu,Many To One Map,070,Queenstown-Lakes District,NA
346600,Wanaka Waterfront,Many To One Map,070,Queenstown-Lakes District,NA
346701,Wanaka North,Many To One Map,070,Queenstown-Lakes District,NA
346702,Northlake,Many To One Map,070,Queenstown-Lakes District,NA
346800,Wanaka West,Many To One Map,070,Queenstown-Lakes District,NA
346901,Albert Town,Many To One Map,070,Queenstown-Lakes District,NA
347000,Wanaka Central,Many To One Map,070,Queenstown-Lakes District,NA
347101,Lake Hawea,Many To One Map,070,Queenstown-Lakes District,NA
347201,Upper Clutha Valley,Many To One Map,070,Queenstown-Lakes District,NA
347300,Kingston,Many To One Map,070,Queenstown-Lakes District,NA
347401,Arthurs Point,Many To One Map,070,Queenstown-Lakes District,NA
347501,Wakatipu Basin,Many To One Map,070,Queenstown-Lakes District,NA
347600,Queenstown Hill,Many To One Map,070,Queenstown-Lakes District,NA
347700,Warren Park,Many To One Map,070,Queenstown-Lakes District,NA
347801,Sunshine Bay-Fernhill,Many To One Map,070,Queenstown-Lakes District,NA
347901,Arrowtown,Many To One Map,070,Queenstown-Lakes District,NA
348000,Quail Rise,Many To One Map,070,Queenstown-Lakes District,NA
348100,Queenstown Central,Many To One Map,070,Queenstown-Lakes District,NA
348200,Queenstown East,Many To One Map,070,Queenstown-Lakes District,NA
348300,Frankton Arm,Many To One Map,070,Queenstown-Lakes District,NA
348400,Frankton,Many To One Map,070,Queenstown-Lakes District,NA
348500,Lake Hayes,Many To One Map,070,Queenstown-Lakes District,NA
348600,Kelvin Heights,Many To One Map,070,Queenstown-Lakes District,NA
348700,Shotover Country,Many To One Map,070,Queenstown-Lakes District,NA
348801,Lake Hayes Estate,Many To One Map,070,Queenstown-Lakes District,NA
348901,Jacks Point,Many To One Map,070,Queenstown-Lakes District,NA
349000,Strath Taieri,Many To One Map,071,Dunedin City,NA
349100,Bucklands Crossing,Many To One Map,071,Dunedin City,NA
349200,Waikouaiti,Many To One Map,071,Dunedin City,NA
349300,Momona,Many To One Map,071,Dunedin City,NA
349401,Taieri,Many To One Map,071,Dunedin City,NA
349500,Inlets other Dunedin City,Many To One Map,071,Dunedin City,NA
349601,Mount Cargill,Many To One Map,071,Dunedin City,NA
349700,Bush Road,Many To One Map,071,Dunedin City,NA
349801,Mosgiel East,Many To One Map,071,Dunedin City,NA
349900,Mosgiel Central,Many To One Map,071,Dunedin City,NA
350000,Seddon Park,Many To One Map,071,Dunedin City,NA
350100,Wingatui,Many To One Map,071,Dunedin City,NA
350201,Saddle Hill-Chain Hills,Many To One Map,071,Dunedin City,NA
350300,East Taieri,Many To One Map,071,Dunedin City,NA
350401,Halfway Bush,Many To One Map,071,Dunedin City,NA
350500,Helensburgh,Many To One Map,071,Dunedin City,NA
350600,Glenleith,Many To One Map,071,Dunedin City,NA
350700,Fairfield (Dunedin City),Many To One Map,071,Dunedin City,NA
350801,Inlet Otago Harbour,Many To One Map,071,Dunedin City,NA
350900,Brockville,Many To One Map,071,Dunedin City,NA
351000,Wakari,Many To One Map,071,Dunedin City,NA
351100,Abbotsford,Many To One Map,071,Dunedin City,NA
351200,Brighton,Many To One Map,071,Dunedin City,NA
351300,Pine Hill-Dalmore,Many To One Map,071,Dunedin City,NA
351400,Kaikorai-Bradford,Many To One Map,071,Dunedin City,NA
351500,Maori Hill,Many To One Map,071,Dunedin City,NA
351600,Roslyn (Dunedin City),Many To One Map,071,Dunedin City,NA
351700,North East Valley Chingford,Many To One Map,071,Dunedin City,NA
351801,Roseneath-Sawyers Bay,Many To One Map,071,Dunedin City,NA
351901,Normanby (Dunedin City),Many To One Map,071,Dunedin City,NA
352000,North East Valley Knox,Many To One Map,071,Dunedin City,NA
352100,Belleknowes,Many To One Map,071,Dunedin City,NA
352200,Gardens (Dunedin City),Many To One Map,071,Dunedin City,NA
352300,Kenmure,Many To One Map,071,Dunedin City,NA
352400,Campus West,Many To One Map,071,Dunedin City,NA
352500,Waldronville,Many To One Map,071,Dunedin City,NA
352600,Green Island,Many To One Map,071,Dunedin City,NA
352701,Port Chalmers,Many To One Map,071,Dunedin City,NA
352800,Royal Terrace,Many To One Map,071,Dunedin City,NA
352900,Arthur Street,Many To One Map,071,Dunedin City,NA
353000,Opoho,Many To One Map,071,Dunedin City,NA
353100,Campus North,Many To One Map,071,Dunedin City,NA
353200,Campus South,Many To One Map,071,Dunedin City,NA
353300,Mornington,Many To One Map,071,Dunedin City,NA
353400,Dunedin Central,Many To One Map,071,Dunedin City,NA
353500,Maryhill,Many To One Map,071,Dunedin City,NA
353600,Ravensbourne-St Leonards,Many To One Map,071,Dunedin City,NA
353701,Harbourside,Many To One Map,071,Dunedin City,NA
353800,Fernhill,Many To One Map,071,Dunedin City,NA
353900,Otago Peninsula,Many To One Map,071,Dunedin City,NA
354000,Concord,Many To One Map,071,Dunedin City,NA
354100,Calton Hill,Many To One Map,071,Dunedin City,NA
354200,Caversham,Many To One Map,071,Dunedin City,NA
354300,Hillside-Portsmouth Drive,Many To One Map,071,Dunedin City,NA
354400,Kew (Dunedin City),Many To One Map,071,Dunedin City,NA
354500,Corstorphine,Many To One Map,071,Dunedin City,NA
354600,Forbury,Many To One Map,071,Dunedin City,NA
354701,South Dunedin,Many To One Map,071,Dunedin City,NA
354800,St Clair,Many To One Map,071,Dunedin City,NA
354901,Waverley (Dunedin City),Many To One Map,071,Dunedin City,NA
355000,Macandrew Bay-Company Bay,Many To One Map,071,Dunedin City,NA
355100,Broad Bay-Portobello,Many To One Map,071,Dunedin City,NA
355200,St Kilda South,Many To One Map,071,Dunedin City,NA
355300,Musselburgh,Many To One Map,071,Dunedin City,NA
355400,Shiel Hill,Many To One Map,071,Dunedin City,NA
355500,St Kilda North,Many To One Map,071,Dunedin City,NA
355600,Andersons Bay,Many To One Map,071,Dunedin City,NA
355700,Tainui,Many To One Map,071,Dunedin City,NA
355800,West Otago,Many To One Map,072,Clutha District,NA
355900,Tuapeka,Many To One Map,072,Clutha District,NA
356000,Clinton,Many To One Map,072,Clutha District,NA
356100,Clutha Valley,Many To One Map,072,Clutha District,NA
356200,Bruce,Many To One Map,072,Clutha District,NA
356300,Catlins,Many To One Map,072,Clutha District,NA
356400,Milton,Many To One Map,072,Clutha District,NA
356500,Balclutha South,Many To One Map,072,Clutha District,NA
356600,Balclutha North,Many To One Map,072,Clutha District,NA
356700,Benhar-Stirling,Many To One Map,072,Clutha District,NA
356800,Kaitangata-Matau,Many To One Map,072,Clutha District,NA
356900,Inlet Catlins,Many To One Map,072,Clutha District,NA
357000,Fiordland,Many To One Map,073,Southland District,NA
357100,Inlets Fiordland,Many To One Map,073,Southland District,NA
357200,Inland water Lake Te Anau,Many To One Map,073,Southland District,NA
357300,Mararoa,Many To One Map,073,Southland District,NA
357400,Inland water Lake Manapouri,Many To One Map,073,Southland District,NA
357501,Te Anau,Many To One Map,073,Southland District,NA
357601,Whitestone,Many To One Map,073,Southland District,NA
357700,Mossburn,Many To One Map,073,Southland District,NA
357800,Inland water Lake Hauroko,Many To One Map,073,Southland District,NA
357900,Longwood Forest,Many To One Map,073,Southland District,NA
358000,Ohai-Nightcaps,Many To One Map,073,Southland District,NA
358100,Riversdale-Piano Flat,Many To One Map,073,Southland District,NA
358200,Lumsden-Balfour,Many To One Map,073,Southland District,NA
358300,Oreti River,Many To One Map,073,Southland District,NA
358400,Otautau,Many To One Map,073,Southland District,NA
358500,Hedgehope,Many To One Map,073,Southland District,NA
358600,Winton,Many To One Map,073,Southland District,NA
358700,Waianiwa,Many To One Map,073,Southland District,NA
358801,Riverton,Many To One Map,073,Southland District,NA
358900,Wallacetown,Many To One Map,073,Southland District,NA
359000,Grove Bush,Many To One Map,073,Southland District,NA
359100,Edendale-Woodlands,Many To One Map,073,Southland District,NA
359201,Inlets other Southland District,Many To One Map,073,Southland District,NA
359300,Stewart Island,Many To One Map,073,Southland District,NA
359400,Awarua Plains,Many To One Map,073,Southland District,NA
359500,Wyndham-Catlins,Many To One Map,073,Southland District,NA
359600,Waikaka,Many To One Map,074,Gore District,NA
359700,Waimumu-Kaiwera,Many To One Map,074,Gore District,NA
359800,Gore North,Many To One Map,074,Gore District,NA
359900,Gore West,Many To One Map,074,Gore District,NA
360000,East Gore,Many To One Map,074,Gore District,NA
360100,Gore Central,Many To One Map,074,Gore District,NA
360200,Gore Main,Many To One Map,074,Gore District,NA
360300,Gore South,Many To One Map,074,Gore District,NA
360400,Mataura,Many To One Map,074,Gore District,NA
360500,West Plains-Makarewa,Many To One Map,075,Invercargill City,NA
360601,Prestonville-Grasmere,Many To One Map,075,Invercargill City,NA
360701,Waikiwi,Many To One Map,075,Invercargill City,NA
360801,Myross Bush,Many To One Map,075,Invercargill City,NA
360900,Otatara,Many To One Map,075,Invercargill City,NA
361000,Invercargill Central,Many To One Map,075,Invercargill City,NA
361100,Gladstone (Invercargill City),Many To One Map,075,Invercargill City,NA
361201,Rosedale-Hargest,Many To One Map,075,Invercargill City,NA
361300,Avenal,Many To One Map,075,Invercargill City,NA
361501,Windsor,Many To One Map,075,Invercargill City,NA
361502,Waverley (Invercargill City),Many To One Map,075,Invercargill City,NA
361601,Richmond (Invercargill City),Many To One Map,075,Invercargill City,NA
361701,Glengarry,Many To One Map,075,Invercargill City,NA
361800,Inlet New River Estuary,Many To One Map,075,Invercargill City,NA
361900,Turnbull Thompson Park,Many To One Map,075,Invercargill City,NA
362001,Appleby North (Invercargill City),Many To One Map,075,Invercargill City,NA
362100,Georgetown,Many To One Map,075,Invercargill City,NA
362201,Appleby South (Invercargill City),Many To One Map,075,Invercargill City,NA
362301,Kennington-Tisbury,Many To One Map,075,Invercargill City,NA
362401,Newfield,Many To One Map,075,Invercargill City,NA
362402,Rockdale,Many To One Map,075,Invercargill City,NA
362501,Strathern,Many To One Map,075,Invercargill City,NA
362601,Heidelberg,Many To One Map,075,Invercargill City,NA
362901,Kingswell,Many To One Map,075,Invercargill City,NA
363001,Clifton-Kew,Many To One Map,075,Invercargill City,NA
363100,Woodend-Greenhills,Many To One Map,075,Invercargill City,NA
363201,Inlet Bluff Harbour,Many To One Map,075,Invercargill City,NA
363301,Bluff,Many To One Map,075,Invercargill City,NA
363400,Oceanic West Coast Region,Many To One Map,999,Area Outside Territorial Authority,NA
363500,Oceanic Nelson Region,Many To One Map,999,Area Outside Territorial Authority,NA
363600,Oceanic Marlborough Region,Many To One Map,999,Area Outside Territorial Authority,NA
363700,Oceanic Southland Region,Many To One Map,999,Area Outside Territorial Authority,NA
363800,Oceanic Canterbury Region,Many To One Map,999,Area Outside Territorial Authority,NA
363900,Oceanic Otago Region,Many To One Map,999,Area Outside Territorial Authority,NA
364000,Motunau Island,Many To One Map,999,Area Outside Territorial Authority,NA
400001,New Zealand Economic Zone,Many To One Map,999,Area Outside Territorial Authority,NA
400002,Oceanic Kermadec Islands,Many To One Map,999,Area Outside Territorial Authority,NA
400003,Kermadec Islands,Many To One Map,999,Area Outside Territorial Authority,NA
400004,Oceanic Oil Rig Taranaki,Many To One Map,999,Area Outside Territorial Authority,NA
400005,Oceanic Campbell Island,Many To One Map,999,Area Outside Territorial Authority,NA
400006,Campbell Island,Many To One Map,999,Area Outside Territorial Authority,NA
400007,Oceanic Oil Rig Southland,Many To One Map,999,Area Outside Territorial Authority,NA
400008,Oceanic Auckland Islands,Many To One Map,999,Area Outside Territorial Authority,NA
400009,Auckland Islands,Many To One Map,999,Area Outside Territorial Authority,NA
400010,Oceanic Bounty Islands,Many To One Map,999,Area Outside Territorial Authority,NA
400011,Bounty Islands,Many To One Map,999,Area Outside Territorial Authority,NA
400012,Oceanic Snares Islands,Many To One Map,999,Area Outside Territorial Authority,NA
400013,Snares Islands,Many To One Map,999,Area Outside Territorial Authority,NA
400014,Oceanic Antipodes Islands,Many To One Map,999,Area Outside Territorial Authority,NA
400015,Antipodes Islands,Many To One Map,999,Area Outside Territorial Authority,NA
400016,Ross Dependency,Many To One Map,999,Area Outside Territorial Authority,NA
