SA2_Code,Area_Name,Relationship,TA_Code,TA_Name,X6
255601,Ngaumutawa,Many To One Map,048,Masterton District,NA
255700,Solway North,Many To One Map,048,Masterton District,NA
255800,Lansdowne West,Many To One Map,048,Masterton District,NA
255900,Masterton Central,Many To One Map,048,Masterton District,NA
256000,Kuripuni,Many To One Map,048,Masterton District,NA
256100,Douglas Park,Many To One Map,048,Masterton District,NA
256200,Solway South,Many To One Map,048,Masterton District,NA
256301,Lansdowne East,Many To One Map,048,Masterton District,NA
256400,Cameron and Soldiers Park,Many To One Map,048,Masterton District,NA
256500,Whareama,Many To One Map,048,Masterton District,NA
256600,Homebush-Te Ore Ore,Many To One Map,048,Masterton District,NA
256700,McJorrow Park,Many To One Map,048,Masterton District,NA
256800,Mount Holdsworth,Many To One Map,049,Carterton District,NA
256900,Carterton North,Many To One Map,049,Carterton District,NA
257000,Kokotau,Many To One Map,049,Carterton District,NA
257100,Carterton South,Many To One Map,049,Carterton District,NA
257200,Gladstone (Carterton District),Many To One Map,049,Carterton District,NA
257300,Tauherenikau,Many To One Map,050,South Wairarapa District,NA
257400,Kahutara,Many To One Map,050,South Wairarapa District,NA
257500,Featherston,Many To One Map,050,South Wairarapa District,NA
257600,Inland water Lake Wairarapa,Many To One Map,050,South Wairarapa District,NA
257700,Greytown,Many To One Map,050,South Wairarapa District,NA
257801,Aorangi Forest,Many To One Map,050,South Wairarapa District,NA
257901,Martinborough,Many To One Map,050,South Wairarapa District,NA
258000,Oceanic Three Kings Islands,Many To One Map,999,Area Outside Territorial Authority,NA
258100,Three Kings Islands,Many To One Map,999,Area Outside Territorial Authority,NA
258200,Oceanic Northland Region,Many To One Map,999,Area Outside Territorial Authority,NA
258300,Inlet Doubtless Bay,Many To One Map,999,Area Outside Territorial Authority,NA
258400,Inlet Kaipara Harbour North,Many To One Map,999,Area Outside Territorial Authority,NA
258500,Oceanic Waikato Region East,Many To One Map,999,Area Outside Territorial Authority,NA
258600,Inlets Waikato Region,Many To One Map,999,Area Outside Territorial Authority,NA
258700,Oceanic Waikato Region West,Many To One Map,999,Area Outside Territorial Authority,NA
258800,Oceanic Bay of Plenty Region,Many To One Map,999,Area Outside Territorial Authority,NA
258900,Islands Bay of Plenty Region,Many To One Map,999,Area Outside Territorial Authority,NA
259000,Oceanic Taranaki Region,Many To One Map,999,Area Outside Territorial Authority,NA
259100,Inlet Port Taranaki,Many To One Map,999,Area Outside Territorial Authority,NA
259200,Oceanic Gisborne Region,Many To One Map,999,Area Outside Territorial Authority,NA
259300,Oceanic Manawatu-Whanganui Region West,Many To One Map,999,Area Outside Territorial Authority,NA
259400,Oceanic Hawke's Bay Region,Many To One Map,999,Area Outside Territorial Authority,NA
259500,Inlet Port Napier,Many To One Map,999,Area Outside Territorial Authority,NA
259600,Oceanic Wellington Region,Many To One Map,999,Area Outside Territorial Authority,NA
259700,Inlet Wellington Harbour,Many To One Map,999,Area Outside Territorial Authority,NA
259800,Bare Island,Many To One Map,999,Area Outside Territorial Authority,NA
259900,Oceanic Manawatu-Whanganui Region East,Many To One Map,999,Area Outside Territorial Authority,NA
300200,Oceanic Tasman Region,Many To One Map,051,Tasman District,NA
300301,Golden Bay/Mohua,Many To One Map,051,Tasman District,NA
300401,Inlets Golden Bay,Many To One Map,051,Tasman District,NA
300500,Takaka,Many To One Map,051,Tasman District,NA
300601,Pohara-Abel Tasman,Many To One Map,051,Tasman District,NA
300700,Takaka Hills,Many To One Map,051,Tasman District,NA
300801,Kaiteriteri-Riwaka,Many To One Map,051,Tasman District,NA
300900,Upper Moutere,Many To One Map,051,Tasman District,NA
301000,Lower Moutere,Many To One Map,051,Tasman District,NA
301101,Motueka North,Many To One Map,051,Tasman District,NA
301200,Motueka West,Many To One Map,051,Tasman District,NA
301301,Motueka East,Many To One Map,051,Tasman District,NA
301401,Inlets Motueka,Many To One Map,051,Tasman District,NA
301500,Golden Downs,Many To One Map,051,Tasman District,NA
301601,Moutere Hills,Many To One Map,051,Tasman District,NA
301602,Waimea Inlet,Many To One Map,051,Tasman District,NA
301703,Ruby Bay,Many To One Map,051,Tasman District,NA
301704,Mapua,Many To One Map,051,Tasman District,NA
301800,Murchison-Nelson Lakes,Many To One Map,051,Tasman District,NA
301900,Inlet Waimea West,Many To One Map,051,Tasman District,NA
302000,Islands Tasman District,Many To One Map,051,Tasman District,NA
302101,Waimea West,Many To One Map,051,Tasman District,NA
302201,Appleby (Tasman District),Many To One Map,051,Tasman District,NA
302300,Wakefield,Many To One Map,051,Tasman District,NA
302400,Richmond West (Tasman District),Many To One Map,051,Tasman District,NA
302500,Wakefield Rural,Many To One Map,051,Tasman District,NA
302600,Brightwater,Many To One Map,051,Tasman District,NA
302701,Hope,Many To One Map,051,Tasman District,NA
302800,Richmond Central (Tasman District),Many To One Map,051,Tasman District,NA
302900,Ben Cooper Park,Many To One Map,051,Tasman District,NA
303001,Richmond South (Tasman District),Many To One Map,051,Tasman District,NA
303100,Wilkes Park,Many To One Map,051,Tasman District,NA
303200,Templemore,Many To One Map,051,Tasman District,NA
303300,Easby Park,Many To One Map,051,Tasman District,NA
303400,Fairose,Many To One Map,051,Tasman District,NA
303500,Aniseed Valley,Many To One Map,051,Tasman District,NA
303600,Nelson Rural,Many To One Map,052,Nelson City,NA
303701,Inlets Nelson City,Many To One Map,052,Nelson City,NA
303800,Marybank,Many To One Map,052,Nelson City,NA
303901,Port Nelson,Many To One Map,052,Nelson City,NA
304000,Nelson Airport,Many To One Map,052,Nelson City,NA
304100,Tahunanui,Many To One Map,052,Nelson City,NA
304200,Britannia,Many To One Map,052,Nelson City,NA
304300,Atawhai,Many To One Map,052,Nelson City,NA
304400,Broadgreen-Monaco,Many To One Map,052,Nelson City,NA
304500,Washington,Many To One Map,052,Nelson City,NA
304600,Tahuna Hills,Many To One Map,052,Nelson City,NA
304700,Nelson Central-Trafalgar,Many To One Map,052,Nelson City,NA
304800,The Wood,Many To One Map,052,Nelson City,NA
304900,Toi Toi,Many To One Map,052,Nelson City,NA
305000,Nayland,Many To One Map,052,Nelson City,NA
305100,Aldinga,Many To One Map,052,Nelson City,NA
305200,Victory,Many To One Map,052,Nelson City,NA
305300,Rutherford,Many To One Map,052,Nelson City,NA
305400,Maitlands,Many To One Map,052,Nelson City,NA
305500,Maitai,Many To One Map,052,Nelson City,NA
305600,Grampians,Many To One Map,052,Nelson City,NA
305700,Saxton,Many To One Map,052,Nelson City,NA
305800,Suffolk,Many To One Map,052,Nelson City,NA
305900,Omaio,Many To One Map,052,Nelson City,NA
306000,Enner Glynn,Many To One Map,052,Nelson City,NA
306100,Daelyn,Many To One Map,052,Nelson City,NA
306200,The Brook,Many To One Map,052,Nelson City,NA
306301,Marlborough Sounds West,Many To One Map,053,Marlborough District,NA
306401,Marlborough Sounds Coastal Marine,Many To One Map,053,Marlborough District,NA
306501,Marlborough Sounds East,Many To One Map,053,Marlborough District,NA
306600,Upper Wairau,Many To One Map,053,Marlborough District,NA
306701,Waikawa (Marlborough District),Many To One Map,053,Marlborough District,NA
306801,Waitohi (Marlborough District),Many To One Map,053,Marlborough District,NA
306900,Tuamarina,Many To One Map,053,Marlborough District,NA
307000,Awatere,Many To One Map,053,Marlborough District,NA
307100,Renwick,Many To One Map,053,Marlborough District,NA
307200,Lower Wairau,Many To One Map,053,Marlborough District,NA
307301,Woodbourne,Many To One Map,053,Marlborough District,NA
307400,Spring Creek-Grovetown,Many To One Map,053,Marlborough District,NA
307501,Springlands,Many To One Map,053,Marlborough District,NA
307601,Yelverton,Many To One Map,053,Marlborough District,NA
307700,Mayfield,Many To One Map,053,Marlborough District,NA
307801,Whitney West,Many To One Map,053,Marlborough District,NA
307802,Burleigh,Many To One Map,053,Marlborough District,NA
307900,Blenheim Central,Many To One Map,053,Marlborough District,NA
308000,Riversdale-Islington,Many To One Map,053,Marlborough District,NA
308100,Whitney East,Many To One Map,053,Marlborough District,NA
308200,Redwoodtown West,Many To One Map,053,Marlborough District,NA
308300,Witherlea West,Many To One Map,053,Marlborough District,NA
308400,Redwoodtown East,Many To One Map,053,Marlborough District,NA
308500,Riverlands,Many To One Map,053,Marlborough District,NA
308600,Witherlea East,Many To One Map,053,Marlborough District,NA
308700,Inlet Wairau River,Many To One Map,053,Marlborough District,NA
308800,Kaikoura Ranges,Many To One Map,054,Kaikoura District,NA
308900,Kaikoura,Many To One Map,054,Kaikoura District,NA
309000,Karamea,Many To One Map,055,Buller District,NA
309101,Inlets Buller District,Many To One Map,055,Buller District,NA
309201,Westport North,Many To One Map,055,Buller District,NA
309300,Westport Rural,Many To One Map,055,Buller District,NA
309400,Westport South,Many To One Map,055,Buller District,NA
309500,Buller Coalfields,Many To One Map,055,Buller District,NA
309600,Charleston (Buller District),Many To One Map,055,Buller District,NA
309700,Inangahua,Many To One Map,055,Buller District,NA
309800,Reefton,Many To One Map,055,Buller District,NA
309900,Barrytown,Many To One Map,056,Grey District,NA
310000,Runanga,Many To One Map,056,Grey District,NA
310101,Cobden,Many To One Map,056,Grey District,NA
310102,Inlet Grey River,Many To One Map,056,Grey District,NA
310200,Blaketown,Many To One Map,056,Grey District,NA
310300,Greymouth Central,Many To One Map,056,Grey District,NA
310400,King Park,Many To One Map,056,Grey District,NA
310500,Marsden,Many To One Map,056,Grey District,NA
310600,Karoro,Many To One Map,056,Grey District,NA
310700,Rutherglen-Camerons,Many To One Map,056,Grey District,NA
310801,Greymouth Rural,Many To One Map,056,Grey District,NA
310901,Dobson,Many To One Map,056,Grey District,NA
311000,Nelson Creek,Many To One Map,056,Grey District,NA
311101,Lake Brunner,Many To One Map,056,Grey District,NA
311200,Haast,Many To One Map,057,Westland District,NA
311300,Westland Glaciers-Bruce Bay,Many To One Map,057,Westland District,NA
311401,Arahura-Kumara,Many To One Map,057,Westland District,NA
311501,Hokitika,Many To One Map,057,Westland District,NA
311600,Inlets Westland District,Many To One Map,057,Westland District,NA
311701,Hokitika Rural,Many To One Map,057,Westland District,NA
311800,Waitaha,Many To One Map,057,Westland District,NA
311900,Whataroa-Harihari,Many To One Map,057,Westland District,NA
312001,Hokitika Valley-Otira,Many To One Map,057,Westland District,NA
312100,Hanmer Range,Many To One Map,058,Hurunui District,NA
312200,Amuri,Many To One Map,058,Hurunui District,NA
312300,Hanmer Springs,Many To One Map,058,Hurunui District,NA
312400,Upper Hurunui,Many To One Map,058,Hurunui District,NA
312500,Parnassus,Many To One Map,058,Hurunui District,NA
312600,Ashley Forest,Many To One Map,058,Hurunui District,NA
312700,Omihi,Many To One Map,058,Hurunui District,NA
312801,Balcairn,Many To One Map,058,Hurunui District,NA
312901,Amberley,Many To One Map,058,Hurunui District,NA
313000,Okuku,Many To One Map,059,Waimakariri District,NA
313100,Ashley Gorge,Many To One Map,059,Waimakariri District,NA
313200,Oxford,Many To One Map,059,Waimakariri District,NA
313300,Starvation Hill-Cust,Many To One Map,059,Waimakariri District,NA
313400,Loburn,Many To One Map,059,Waimakariri District,NA
313500,Eyrewell,Many To One Map,059,Waimakariri District,NA
313600,West Eyreton,Many To One Map,059,Waimakariri District,NA
313700,Ashley-Sefton,Many To One Map,059,Waimakariri District,NA
313801,Fernside,Many To One Map,059,Waimakariri District,NA
313900,Rangiora North West,Many To One Map,059,Waimakariri District,NA
314000,Kingsbury,Many To One Map,059,Waimakariri District,NA
314100,Ashgrove,Many To One Map,059,Waimakariri District,NA
314200,Rangiora North East,Many To One Map,059,Waimakariri District,NA
314301,Oxford Estate,Many To One Map,059,Waimakariri District,NA
314400,Rangiora Central,Many To One Map,059,Waimakariri District,NA
314501,Rangiora South West,Many To One Map,059,Waimakariri District,NA
314600,Lilybrook,Many To One Map,059,Waimakariri District,NA
314701,Waikuku,Many To One Map,059,Waimakariri District,NA
314702,Ravenswood,Many To One Map,059,Waimakariri District,NA
314703,Waikuku Beach,Many To One Map,059,Waimakariri District,NA
314801,Mandeville,Many To One Map,059,Waimakariri District,NA
314802,Ohoka,Many To One Map,059,Waimakariri District,NA
314900,Rangiora South East,Many To One Map,059,Waimakariri District,NA
315001,Southbrook,Many To One Map,059,Waimakariri District,NA
315100,Swannanoa-Eyreton,Many To One Map,059,Waimakariri District,NA
315200,Tuahiwi,Many To One Map,059,Waimakariri District,NA
315301,Woodend,Many To One Map,059,Waimakariri District,NA
315400,Pegasus,Many To One Map,059,Waimakariri District,NA
315500,Clarkville,Many To One Map,059,Waimakariri District,NA
315601,Pegasus Bay,Many To One Map,059,Waimakariri District,NA
315700,Kaiapoi North West,Many To One Map,059,Waimakariri District,NA
315800,Silverstream (Waimakariri District),Many To One Map,059,Waimakariri District,NA
315901,Sovereign Palms,Many To One Map,059,Waimakariri District,NA
316000,Kaiapoi West,Many To One Map,059,Waimakariri District,NA
316100,Kaiapoi Central,Many To One Map,059,Waimakariri District,NA
316200,Kaiapoi South,Many To One Map,059,Waimakariri District,NA
316300,Kaiapoi East,Many To One Map,059,Waimakariri District,NA
316401,McLeans Island,Many To One Map,060,Christchurch City,NA
316500,Paparua,Many To One Map,060,Christchurch City,NA
316600,Yaldhurst,Many To One Map,060,Christchurch City,NA
316700,Christchurch Airport,Many To One Map,060,Christchurch City,NA
316800,Clearwater,Many To One Map,060,Christchurch City,NA
316900,Belfast West,Many To One Map,060,Christchurch City,NA
317000,Harewood,Many To One Map,060,Christchurch City,NA
317100,Brooklands-Spencerville,Many To One Map,060,Christchurch City,NA
317201,Styx,Many To One Map,060,Christchurch City,NA
317301,Belfast East,Many To One Map,060,Christchurch City,NA
317400,Northwood,Many To One Map,060,Christchurch City,NA
317501,Burnside West,Many To One Map,060,Christchurch City,NA
317600,Regents Park,Many To One Map,060,Christchurch City,NA
317701,Russley,Many To One Map,060,Christchurch City,NA
317800,Bishopdale North,Many To One Map,060,Christchurch City,NA
317900,Casebrook,Many To One Map,060,Christchurch City,NA
318000,Bishopdale West,Many To One Map,060,Christchurch City,NA
318100,Templeton,Many To One Map,060,Christchurch City,NA
318200,Islington,Many To One Map,060,Christchurch City,NA
318300,Burnside Park,Many To One Map,060,Christchurch City,NA
318401,Marshland,Many To One Map,060,Christchurch City,NA
318402,Burlington-Oakbridge,Many To One Map,060,Christchurch City,NA
318501,Avonhead North,Many To One Map,060,Christchurch City,NA
318600,Redwood North,Many To One Map,060,Christchurch City,NA
318700,Broomfield,Many To One Map,060,Christchurch City,NA
318800,Redwood West,Many To One Map,060,Christchurch City,NA
318901,Avonhead West,Many To One Map,060,Christchurch City,NA
319000,Bishopdale South,Many To One Map,060,Christchurch City,NA
319101,Islington-Hornby Industrial,Many To One Map,060,Christchurch City,NA
319200,Burnside,Many To One Map,060,Christchurch City,NA
319300,Hei Hei,Many To One Map,060,Christchurch City,NA
319400,Papanui North,Many To One Map,060,Christchurch City,NA
319500,Avonhead East,Many To One Map,060,Christchurch City,NA
319600,Redwood East,Many To One Map,060,Christchurch City,NA
319700,Avonhead South,Many To One Map,060,Christchurch City,NA
319800,Riccarton Racecourse,Many To One Map,060,Christchurch City,NA
319900,Bryndwr North,Many To One Map,060,Christchurch City,NA
320000,Northlands (Christchurch City),Many To One Map,060,Christchurch City,NA
320100,Papanui West,Many To One Map,060,Christchurch City,NA
320200,Ilam North,Many To One Map,060,Christchurch City,NA
320300,Hornby West,Many To One Map,060,Christchurch City,NA
320400,Hornby Central,Many To One Map,060,Christchurch City,NA
320501,Northcote (Christchurch City),Many To One Map,060,Christchurch City,NA
320600,Jellie Park,Many To One Map,060,Christchurch City,NA
320700,Ilam South,Many To One Map,060,Christchurch City,NA
320800,Bryndwr South,Many To One Map,060,Christchurch City,NA
320900,Papanui East,Many To One Map,060,Christchurch City,NA
321000,Sockburn North,Many To One Map,060,Christchurch City,NA
321101,Hornby South,Many To One Map,060,Christchurch City,NA
321102,Branston,Many To One Map,060,Christchurch City,NA
321200,Ilam University,Many To One Map,060,Christchurch City,NA
321301,Prestons,Many To One Map,060,Christchurch City,NA
321302,Prestons Park,Many To One Map,060,Christchurch City,NA
321400,Strowan,Many To One Map,060,Christchurch City,NA
321500,Fendalton,Many To One Map,060,Christchurch City,NA
321600,Waitikiri,Many To One Map,060,Christchurch City,NA
321701,Mairehau North,Many To One Map,060,Christchurch City,NA
321800,Bush Inn,Many To One Map,060,Christchurch City,NA
321901,Awatea North,Many To One Map,060,Christchurch City,NA
322000,Upper Riccarton,Many To One Map,060,Christchurch City,NA
322100,Malvern,Many To One Map,060,Christchurch City,NA
322200,Rutland,Many To One Map,060,Christchurch City,NA
322300,Sockburn South,Many To One Map,060,Christchurch City,NA
322400,Deans Bush,Many To One Map,060,Christchurch City,NA
322500,Wigram North,Many To One Map,060,Christchurch City,NA
322600,Holmwood,Many To One Map,060,Christchurch City,NA
322700,Wharenui,Many To One Map,060,Christchurch City,NA
322800,Wigram West,Many To One Map,060,Christchurch City,NA
322900,Awatea South,Many To One Map,060,Christchurch City,NA
323000,Merivale,Many To One Map,060,Christchurch City,NA
323100,Mairehau South,Many To One Map,060,Christchurch City,NA
323200,Mona Vale,Many To One Map,060,Christchurch City,NA
323300,Riccarton West,Many To One Map,060,Christchurch City,NA
323400,Shirley West,Many To One Map,060,Christchurch City,NA
323500,Middleton,Many To One Map,060,Christchurch City,NA
323600,Wigram South,Many To One Map,060,Christchurch City,NA
323700,Queenspark,Many To One Map,060,Christchurch City,NA
323800,St Albans North,Many To One Map,060,Christchurch City,NA
323900,St Albans West,Many To One Map,060,Christchurch City,NA
324001,Burwood North,Many To One Map,060,Christchurch City,NA
324100,Wigram East,Many To One Map,060,Christchurch City,NA
324200,Riccarton Central,Many To One Map,060,Christchurch City,NA
324300,Oaklands West,Many To One Map,060,Christchurch City,NA
324400,Riccarton South,Many To One Map,060,Christchurch City,NA
324501,Halswell West,Many To One Map,060,Christchurch City,NA
324502,Halswell South West,Many To One Map,060,Christchurch City,NA
324600,Shirley East,Many To One Map,060,Christchurch City,NA
324700,Broken Run,Many To One Map,060,Christchurch City,NA
324800,St Albans East,Many To One Map,060,Christchurch City,NA
324900,Hagley Park,Many To One Map,060,Christchurch City,NA
325000,Hillmorton,Many To One Map,060,Christchurch City,NA
325100,Parklands,Many To One Map,060,Christchurch City,NA
325200,Riccarton East,Many To One Map,060,Christchurch City,NA
325301,Edgeware North,Many To One Map,060,Christchurch City,NA
325302,Edgeware South,Many To One Map,060,Christchurch City,NA
325400,Aidanfield,Many To One Map,060,Christchurch City,NA
325500,Tower Junction,Many To One Map,060,Christchurch City,NA
325601,Burwood South,Many To One Map,060,Christchurch City,NA
325700,Christchurch Central-West,Many To One Map,060,Christchurch City,NA
325800,Christchurch Central-North,Many To One Map,060,Christchurch City,NA
325900,Richmond North (Christchurch City),Many To One Map,060,Christchurch City,NA
326000,Waimairi Beach,Many To One Map,060,Christchurch City,NA
326100,Addington West,Many To One Map,060,Christchurch City,NA
326200,Otakaro-Avon River Corridor,Many To One Map,060,Christchurch City,NA
326301,Oaklands East,Many To One Map,060,Christchurch City,NA
326400,Addington North,Many To One Map,060,Christchurch City,NA
326500,Dallington,Many To One Map,060,Christchurch City,NA
326600,Christchurch Central,Many To One Map,060,Christchurch City,NA
326701,Hoon Hay West,Many To One Map,060,Christchurch City,NA
326800,Richmond South (Christchurch City),Many To One Map,060,Christchurch City,NA
326900,Spreydon West,Many To One Map,060,Christchurch City,NA
327000,Christchurch Central-East,Many To One Map,060,Christchurch City,NA
327100,Christchurch Central-South,Many To One Map,060,Christchurch City,NA
327200,North Beach,Many To One Map,060,Christchurch City,NA
327301,Halswell North,Many To One Map,060,Christchurch City,NA
327400,Addington East,Many To One Map,060,Christchurch City,NA
327500,Avondale (Christchurch City),Many To One Map,060,Christchurch City,NA
327600,Spreydon North,Many To One Map,060,Christchurch City,NA
327700,Hoon Hay East,Many To One Map,060,Christchurch City,NA
327800,Avonside,Many To One Map,060,Christchurch City,NA
327901,Stanmore,Many To One Map,060,Christchurch City,NA
327902,Linwood Central,Many To One Map,060,Christchurch City,NA
328001,Halswell South,Many To One Map,060,Christchurch City,NA
328100,Sydenham Central,Many To One Map,060,Christchurch City,NA
328200,Spreydon South,Many To One Map,060,Christchurch City,NA
328300,Rawhiti,Many To One Map,060,Christchurch City,NA
328400,Wainoni,Many To One Map,060,Christchurch City,NA
328500,Linwood North,Many To One Map,060,Christchurch City,NA
328600,Aranui,Many To One Map,060,Christchurch City,NA
328700,Sydenham West,Many To One Map,060,Christchurch City,NA
328800,Lancaster Park,Many To One Map,060,Christchurch City,NA
328900,Phillipstown,Many To One Map,060,Christchurch City,NA
329001,Kennedys Bush,Many To One Map,060,Christchurch City,NA
329002,Halswell South East,Many To One Map,060,Christchurch City,NA
329100,Somerfield East,Many To One Map,060,Christchurch City,NA
329200,Somerfield West,Many To One Map,060,Christchurch City,NA
329300,Linwood East,Many To One Map,060,Christchurch City,NA
329400,Sydenham North,Many To One Map,060,Christchurch City,NA
329500,Hoon Hay South,Many To One Map,060,Christchurch City,NA
329600,Charleston (Christchurch City),Many To One Map,060,Christchurch City,NA
329700,Sydenham South,Many To One Map,060,Christchurch City,NA
329800,Bexley,Many To One Map,060,Christchurch City,NA
329900,Waltham,Many To One Map,060,Christchurch City,NA
330000,Westmorland,Many To One Map,060,Christchurch City,NA
330100,Woolston North,Many To One Map,060,Christchurch City,NA
330200,New Brighton,Many To One Map,060,Christchurch City,NA
330300,Cashmere West,Many To One Map,060,Christchurch City,NA
330400,Bromley South,Many To One Map,060,Christchurch City,NA
330500,Ensors,Many To One Map,060,Christchurch City,NA
330600,Beckenham,Many To One Map,060,Christchurch City,NA
330700,Bromley North,Many To One Map,060,Christchurch City,NA
330800,St Martins,Many To One Map,060,Christchurch City,NA
330900,Opawa,Many To One Map,060,Christchurch City,NA
331000,Woolston West,Many To One Map,060,Christchurch City,NA
331100,Woolston East,Many To One Map,060,Christchurch City,NA
331200,Huntsbury,Many To One Map,060,Christchurch City,NA
331300,Cashmere East,Many To One Map,060,Christchurch City,NA
331400,Hillsborough (Christchurch City),Many To One Map,060,Christchurch City,NA
331500,Woolston South,Many To One Map,060,Christchurch City,NA
331600,Port Hills,Many To One Map,060,Christchurch City,NA
331700,South New Brighton,Many To One Map,060,Christchurch City,NA
331801,Brookhaven-Ferrymead,Many To One Map,060,Christchurch City,NA
331900,Heathcote Valley,Many To One Map,060,Christchurch City,NA
332000,Mount Pleasant,Many To One Map,060,Christchurch City,NA
332100,Redcliffs,Many To One Map,060,Christchurch City,NA
332200,Governors Bay,Many To One Map,060,Christchurch City,NA
332301,Inlets other Christchurch City,Many To One Map,060,Christchurch City,NA
332400,Clifton Hill,Many To One Map,060,Christchurch City,NA
332501,Lyttelton,Many To One Map,060,Christchurch City,NA
332601,Inlet Port Lyttelton,Many To One Map,060,Christchurch City,NA
332700,Sumner,Many To One Map,060,Christchurch City,NA
332801,Teddington,Many To One Map,060,Christchurch City,NA
332901,Diamond Harbour,Many To One Map,060,Christchurch City,NA
333000,Inland water Lake Ellesmere/Te Waihora South,Many To One Map,060,Christchurch City,NA
333100,Banks Peninsula South,Many To One Map,060,Christchurch City,NA
333201,Banks Peninsula Eastern Bays,Many To One Map,060,Christchurch City,NA
333300,Akaroa Harbour,Many To One Map,060,Christchurch City,NA
333400,Inlet Akaroa Harbour,Many To One Map,060,Christchurch City,NA
333500,Akaroa,Many To One Map,060,Christchurch City,NA
333600,Craigieburn,Many To One Map,062,Selwyn District,NA
333700,Torlesse,Many To One Map,062,Selwyn District,NA
333800,Glenroy-Hororata,Many To One Map,062,Selwyn District,NA
333901,Glentunnel,Many To One Map,062,Selwyn District,NA
334001,Darfield,Many To One Map,062,Selwyn District,NA
334100,Kirwee,Many To One Map,062,Selwyn District,NA
334200,Bankside,Many To One Map,062,Selwyn District,NA
334300,Charing Cross,Many To One Map,062,Selwyn District,NA
334400,Halkett,Many To One Map,062,Selwyn District,NA
334501,Newtons Road,Many To One Map,062,Selwyn District,NA
334601,West Melton,Many To One Map,062,Selwyn District,NA
334700,Burnham Camp,Many To One Map,062,Selwyn District,NA
334801,Rolleston Izone,Many To One Map,062,Selwyn District,NA
334901,Rolleston North Central,Many To One Map,062,Selwyn District,NA
335001,Springston,Many To One Map,062,Selwyn District,NA
335101,Rolleston Central,Many To One Map,062,Selwyn District,NA
335201,Rolleston Tauwharekakaho,Many To One Map,062,Selwyn District,NA
335202,Rolleston North East,Many To One Map,062,Selwyn District,NA
335301,Rolleston South West,Many To One Map,062,Selwyn District,NA
335302,Rolleston South Central,Many To One Map,062,Selwyn District,NA
335400,Southbridge,Many To One Map,062,Selwyn District,NA
335501,Faringdon,Many To One Map,062,Selwyn District,NA
335502,Rolleston South East,Many To One Map,062,Selwyn District,NA
335600,Trents,Many To One Map,062,Selwyn District,NA
335701,Prebbleton North,Many To One Map,062,Selwyn District,NA
335702,Prebbleton South,Many To One Map,062,Selwyn District,NA
335800,Irwell,Many To One Map,062,Selwyn District,NA
335901,Ladbrooks,Many To One Map,062,Selwyn District,NA
336001,Lincoln West,Many To One Map,062,Selwyn District,NA
336002,Lincoln South,Many To One Map,062,Selwyn District,NA
336101,Lincoln North,Many To One Map,062,Selwyn District,NA
336102,Lincoln East,Many To One Map,062,Selwyn District,NA
336200,Leeston,Many To One Map,062,Selwyn District,NA
336301,Tai Tapu,Many To One Map,062,Selwyn District,NA
336400,Motukarara,Many To One Map,062,Selwyn District,NA
336500,Inland water Lake Ellesmere/Te Waihora North,Many To One Map,062,Selwyn District,NA
336600,Ashburton Lakes,Many To One Map,063,Ashburton District,NA
336701,Cairnbrae,Many To One Map,063,Ashburton District,NA
336800,Ashburton Forks,Many To One Map,063,Ashburton District,NA
336901,Methven,Many To One Map,063,Ashburton District,NA
337000,Ealing-Lowcliffe,Many To One Map,063,Ashburton District,NA
337100,Eiffelton,Many To One Map,063,Ashburton District,NA
337200,Chertsey,Many To One Map,063,Ashburton District,NA
337301,Winchmore-Wakanui,Many To One Map,063,Ashburton District,NA
337400,Allenton North,Many To One Map,063,Ashburton District,NA
337500,Allenton South,Many To One Map,063,Ashburton District,NA
337600,Rakaia,Many To One Map,063,Ashburton District,NA
337700,Ashburton North,Many To One Map,063,Ashburton District,NA
337800,Allenton East,Many To One Map,063,Ashburton District,NA
337900,Tinwald North,Many To One Map,063,Ashburton District,NA
338000,Ashburton Central,Many To One Map,063,Ashburton District,NA
338100,Ashburton West,Many To One Map,063,Ashburton District,NA
338200,Tinwald South,Many To One Map,063,Ashburton District,NA
338300,Ashburton East,Many To One Map,063,Ashburton District,NA
338401,Netherby,Many To One Map,063,Ashburton District,NA
338501,Hampstead,Many To One Map,063,Ashburton District,NA
338600,Ben McLeod,Many To One Map,064,Timaru District,NA
338700,Arundel,Many To One Map,064,Timaru District,NA
338800,Levels Valley,Many To One Map,064,Timaru District,NA
338901,Geraldine,Many To One Map,064,Timaru District,NA
339002,Rangitata,Many To One Map,064,Timaru District,NA
339100,Waitohi (Timaru District),Many To One Map,064,Timaru District,NA
339200,Pleasant Point,Many To One Map,064,Timaru District,NA
339300,Temuka West,Many To One Map,064,Timaru District,NA
339400,Hadlow,Many To One Map,064,Timaru District,NA
339500,Levels,Many To One Map,064,Timaru District,NA
339600,Temuka East,Many To One Map,064,Timaru District,NA
339700,Gleniti North,Many To One Map,064,Timaru District,NA
339800,Washdyke,Many To One Map,064,Timaru District,NA
339900,Fairview,Many To One Map,064,Timaru District,NA
340000,Gleniti South,Many To One Map,064,Timaru District,NA
340100,Glenwood,Many To One Map,064,Timaru District,NA
340200,Marchwiel West,Many To One Map,064,Timaru District,NA
340300,Marchwiel East,Many To One Map,064,Timaru District,NA
340400,Highfield North,Many To One Map,064,Timaru District,NA
340500,Highfield South,Many To One Map,064,Timaru District,NA
340601,Waimataitai-Maori Hill,Many To One Map,064,Timaru District,NA
