UR_Code,Area_Name,Relationship,Indicator_Code,Indicator_Description,X6
2288,Inlets Invercargill City,Many To One Map,32,Inlet,NA
6001,Oceanic Auckland Region,Many To One Map,33,Oceanic,NA
6002,Oceanic Tasman Region,Many To One Map,33,Oceanic,NA
6003,Oceanic Marlborough District,Many To One Map,33,Oceanic,NA
6004,Oceanic Chatham Islands,Many To One Map,33,Oceanic,NA
6005,Oceanic Three Kings Islands,Many To One Map,33,Oceanic,NA
6006,Oceanic Northland Region,Many To One Map,33,Oceanic,NA
6007,Oceanic Waikato Region,Many To One Map,33,Oceanic,NA
6008,Oceanic Taranaki Region,Many To One Map,33,Oceanic,NA
6009,Oceanic Bay of Plenty Region,Many To One Map,33,Oceanic,NA
6010,Oceanic West Coast Region,Many To One Map,33,Oceanic,NA
6011,Oceanic Nelson Region,Many To One Map,33,Oceanic,NA
6012,Oceanic Marlborough Region,Many To One Map,33,Oceanic,NA
6013,Oceanic Manawatu-Whanganui Region,Many To One Map,33,Oceanic,NA
6014,Oceanic Gisborne Region,Many To One Map,33,Oceanic,NA
6015,Oceanic Southland Region,Many To One Map,33,Oceanic,NA
6016,Oceanic Hawke's Bay Region,Many To One Map,33,Oceanic,NA
6017,Oceanic Wellington Region,Many To One Map,33,Oceanic,NA
6018,Oceanic Canterbury Region,Many To One Map,33,Oceanic,NA
6019,Oceanic Otago Region,Many To One Map,33,Oceanic,NA
6901,Oceanic outside region,Many To One Map,33,Oceanic,NA
6902,Oceanic oil rigs,Many To One Map,33,Oceanic,NA
6903,Islands outside region,Many To One Map,22,Rural other,NA
6904,Ross Dependency outside region,Many To One Map,33,Oceanic,NA
